,top1_train,top1_val,top5_train,top5_val
0,0.5576608180999756,0.534557044506073,0.7617150545120239,0.6934987306594849
1,0.554273784160614,0.5286116600036621,0.7535883188247681,0.6691417098045349
2,0.5516177415847778,0.5347014665603638,0.7536218166351318,0.6802771091461182
3,0.5477343201637268,0.5349614024162292,0.7423181533813477,0.6957804560661316
4,0.5491316318511963,0.5251457691192627,0.7386650443077087,0.6657890677452087
5,0.5463504791259766,0.527836263179779,0.7354053854942322,0.666151225566864
6,0.542254626750946,0.530855655670166,0.7368898987770081,0.6928122043609619
7,0.5372064709663391,0.5250301957130432,0.7272383570671082,0.6599747538566589
8,0.5382214784622192,0.525514543056488,0.7186957597732544,0.6699259877204895
9,0.535391092300415,0.5266276597976685,0.7093259692192078,0.6905060410499573
10,0.5331106781959534,0.5305668115615845,0.7094243764877319,0.6575886011123657
11,0.5339557528495789,0.515470027923584,0.7071148753166199,0.6566488146781921
12,0.5272151231765747,0.5216420292854309,0.6980066299438477,0.6537338495254517
13,0.5275370478630066,0.5205111503601074,0.6817933917045593,0.6567621231079102
14,0.5299739837646484,0.5109643340110779,0.6694836616516113,0.6384415626525879
15,0.5287376642227173,0.525048017501831,0.6532971858978271,0.6397901773452759
16,0.5287778973579407,0.5253657102584839,0.6470283269882202,0.622451663017273
17,0.5272508859634399,0.5188737511634827,0.6461765170097351,0.6123449206352234
18,0.5221155285835266,0.5179317593574524,0.6442158222198486,0.6170572638511658
19,0.522824227809906,0.5167520046234131,0.635141134262085,0.6177082061767578
20,0.5217332243919373,0.5215531587600708,0.6204570531845093,0.6142933964729309
21,0.5217734575271606,0.5241392850875854,0.6097391247749329,0.6062284708023071
22,0.5217734575271606,0.5234927535057068,0.6076062917709351,0.598572313785553
23,0.5217734575271606,0.5234927535057068,0.6118071675300598,0.5990411043167114
24,0.5217734575271606,0.5234927535057068,0.6095535755157471,0.599443256855011
25,0.5217734575271606,0.5234927535057068,0.6165624856948853,0.6027758717536926
26,0.5217734575271606,0.5234927535057068,0.6186886429786682,0.6114406585693359
27,0.5217734575271606,0.5234927535057068,0.6133162379264832,0.6158174872398376
28,0.5217734575271606,0.5234927535057068,0.5974316596984863,0.6040733456611633
29,0.5217734575271606,0.5234927535057068,0.5931368470191956,0.5968326926231384
30,0.5217734575271606,0.5234927535057068,0.5923387408256531,0.5917071104049683
31,0.5217734575271606,0.5234927535057068,0.5880417227745056,0.5940377116203308
32,0.5217734575271606,0.5234927535057068,0.5861995220184326,0.5904495716094971
33,0.5217734575271606,0.5234927535057068,0.5841023921966553,0.5872569680213928
34,0.5217734575271606,0.5234927535057068,0.5812630653381348,0.5859261155128479
35,0.5217734575271606,0.5234927535057068,0.5826849937438965,0.5861860513687134
36,0.5217734575271606,0.5234927535057068,0.5819628238677979,0.5872480273246765
37,0.5217734575271606,0.5234927535057068,0.5819986462593079,0.5841331481933594
38,0.5217734575271606,0.5234927535057068,0.5724879503250122,0.5834888815879822
39,0.5217734575271606,0.5234927535057068,0.5688549876213074,0.5698695182800293
40,0.5217734575271606,0.5234927535057068,0.5613810420036316,0.5626088380813599
41,0.5217734575271606,0.5234927535057068,0.5740104913711548,0.5606181621551514
42,0.5217734575271606,0.5234927535057068,0.5790072679519653,0.5773857235908508
43,0.5217734575271606,0.5234927535057068,0.5938433408737183,0.5835577249526978
44,0.5217734575271606,0.5234927535057068,0.5935146808624268,0.5956862568855286
45,0.5217734575271606,0.5234927535057068,0.5787188410758972,0.5907406210899353
46,0.5217734575271606,0.5234927535057068,0.5703059434890747,0.57696133852005
47,0.5217734575271606,0.5234927535057068,0.581019401550293,0.5760571360588074
48,0.5217734575271606,0.5234927535057068,0.558148205280304,0.5819669365882874
49,0.24478411674499512,0.5234927535057068,0.5531805157661438,0.5568723082542419
