,top1_train,top1_val,top5_train,top5_val
0,0.5226520895957947,0.5246413946151733,0.6716142892837524,0.6304277181625366
1,0.5221043229103088,0.523712694644928,0.666575014591217,0.6253088116645813
2,0.5217689871788025,0.5238615870475769,0.6623741388320923,0.6265974640846252
3,0.5218628644943237,0.523783802986145,0.6552176475524902,0.6226116418838501
4,0.5217734575271606,0.5239548683166504,0.6519200205802917,0.6200454831123352
5,0.5217734575271606,0.5236616134643555,0.650055468082428,0.6235358715057373
6,0.5217734575271606,0.5234927535057068,0.6438267827033997,0.6161485314369202
7,0.5217734575271606,0.5234927535057068,0.6324471235275269,0.6173971891403198
8,0.5217734575271606,0.5234927535057068,0.6256930828094482,0.6067994236946106
9,0.5217734575271606,0.5234927535057068,0.6248144507408142,0.6090434193611145
10,0.5217734575271606,0.5234927535057068,0.6293372511863708,0.5981768369674683
11,0.5217734575271606,0.5234927535057068,0.6280293464660645,0.6045176982879639
12,0.5217734575271606,0.5234927535057068,0.6196075081825256,0.6025558710098267
13,0.5217734575271606,0.5234927535057068,0.6117490530014038,0.5959195494651794
14,0.5217734575271606,0.5234927535057068,0.5987305641174316,0.5932623147964478
15,0.5217734575271606,0.5234927535057068,0.6017889976501465,0.5899252891540527
16,0.5217734575271606,0.5234927535057068,0.6069735884666443,0.5921492576599121
17,0.5217734575271606,0.5234927535057068,0.6066046953201294,0.5957173705101013
18,0.5217734575271606,0.5234927535057068,0.6078723073005676,0.599181056022644
19,0.5217734575271606,0.5234927535057068,0.6010087728500366,0.6012694835662842
20,0.5217734575271606,0.5234927535057068,0.5846725106239319,0.5904185175895691
21,0.5217734575271606,0.5234927535057068,0.5805677771568298,0.5852596163749695
22,0.5217734575271606,0.5234927535057068,0.5730267763137817,0.58067387342453
23,0.5217734575271606,0.5234927535057068,0.5735521912574768,0.5757438540458679
24,0.5217734575271606,0.5234927535057068,0.5847887992858887,0.5745707750320435
25,0.5217734575271606,0.5234927535057068,0.5971454381942749,0.5811426639556885
26,0.5217734575271606,0.5234927535057068,0.5941697359085083,0.59360671043396
27,0.5217734575271606,0.5234927535057068,0.58769291639328,0.5895698070526123
28,0.5217734575271606,0.5234927535057068,0.5808919668197632,0.5871813893318176
29,0.5217734575271606,0.5234927535057068,0.582709550857544,0.5854262113571167
30,0.5217734575271606,0.5234927535057068,0.5937807559967041,0.5937600135803223
31,0.5217734575271606,0.5234927535057068,0.5975098609924316,0.5941754579544067
32,0.5217734575271606,0.5234927535057068,0.5843908190727234,0.5927446484565735
33,0.5217734575271606,0.5234927535057068,0.5780258178710938,0.5859838724136353
34,0.5217734575271606,0.5234927535057068,0.5773438811302185,0.5785298943519592
35,0.5217734575271606,0.5234927535057068,0.5871652960777283,0.5796207785606384
36,0.5217734575271606,0.5234927535057068,0.5813256502151489,0.5808982849121094
37,0.5217734575271606,0.5234927535057068,0.5747974514961243,0.5781211256980896
38,0.5217734575271606,0.5234927535057068,0.5748980641365051,0.569023072719574
39,0.5217734575271606,0.5234927535057068,0.563694953918457,0.5758460164070129
40,0.5217734575271606,0.5234927535057068,0.5650990009307861,0.5606626272201538
41,0.5217734575271606,0.5234927535057068,0.5648217797279358,0.5699095129966736
42,0.5217734575271606,0.5234927535057068,0.5792375206947327,0.5678566098213196
43,0.5217734575271606,0.5234927535057068,0.586087703704834,0.583317756652832
44,0.5217734575271606,0.5234927535057068,0.5978989005088806,0.5871525406837463
45,0.5217734575271606,0.5234927535057068,0.5887191295623779,0.5975103378295898
46,0.5217734575271606,0.5234927535057068,0.5730893611907959,0.5793141722679138
47,0.5217734575271606,0.5234927535057068,0.5754972100257874,0.5765281319618225
48,0.5217734575271606,0.5234927535057068,0.5596125721931458,0.5784032940864563
49,0.23173436522483826,0.5234927535057068,0.5531894564628601,0.5566167831420898
