,top1_train,top1_val,top5_train,top5_val
0,0.5409266352653503,0.5297958850860596,0.7358905076980591,0.6687973141670227
1,0.5356683135032654,0.5225951671600342,0.7242828011512756,0.6655824780464172
2,0.5361332893371582,0.5279584527015686,0.733569860458374,0.6597614884376526
3,0.5347986221313477,0.5240726470947266,0.7261675000190735,0.6743450164794922
4,0.5321046113967896,0.5303046703338623,0.7093237638473511,0.6676309108734131
5,0.5302646160125732,0.5079716444015503,0.7156328558921814,0.6423851847648621
6,0.5301058888435364,0.529829204082489,0.7106919884681702,0.6683241128921509
7,0.5265466570854187,0.5273430347442627,0.6985946297645569,0.6646959781646729
8,0.5267612934112549,0.5201312899589539,0.6955138444900513,0.6446069478988647
9,0.5257619023323059,0.5258744955062866,0.6897166967391968,0.6585283875465393
10,0.5261486768722534,0.5256678462028503,0.6865956783294678,0.6467864513397217
11,0.5274946093559265,0.5256567597389221,0.6768860220909119,0.6429961323738098
12,0.5268641114234924,0.5201090574264526,0.6532905101776123,0.642958402633667
13,0.5270810127258301,0.5217864513397217,0.6423467397689819,0.6188012957572937
14,0.5223815441131592,0.5248124599456787,0.6395320296287537,0.6121649742126465
15,0.5239577293395996,0.5240082144737244,0.6286598443984985,0.6151976585388184
16,0.5222854018211365,0.5190359354019165,0.6264711022377014,0.6061528921127319
17,0.5225648880004883,0.5195913910865784,0.6262676119804382,0.6091744899749756
18,0.5217443704605103,0.5207933187484741,0.6254248023033142,0.6088389754295349
19,0.5217443704605103,0.5230417251586914,0.6221785545349121,0.6093366742134094
20,0.5217734575271606,0.5234927535057068,0.612453281879425,0.6100098490715027
21,0.5217734575271606,0.5234927535057068,0.6073782444000244,0.5996898412704468
22,0.5217734575271606,0.5234927535057068,0.6098867058753967,0.5985656380653381
23,0.5217734575271606,0.5234927535057068,0.6080601215362549,0.5978946685791016
24,0.5217734575271606,0.5234927535057068,0.6093680262565613,0.5989989042282104
25,0.5217734575271606,0.5234927535057068,0.6144832968711853,0.6058440804481506
26,0.5217734575271606,0.5234927535057068,0.6056634783744812,0.6067927479743958
27,0.5217734575271606,0.5234927535057068,0.6027950644493103,0.6027647256851196
28,0.5217734575271606,0.5234927535057068,0.5968257784843445,0.6034623980522156
29,0.5217734575271606,0.5234927535057068,0.5896581411361694,0.5912960767745972
30,0.5217734575271606,0.5234927535057068,0.5890477895736694,0.5899852514266968
31,0.5217734575271606,0.5234927535057068,0.5872771143913269,0.590825080871582
32,0.5217734575271606,0.5234927535057068,0.5867159366607666,0.5901185274124146
33,0.5217734575271606,0.5234927535057068,0.5837290287017822,0.5880234241485596
34,0.5217734575271606,0.5234927535057068,0.5782091021537781,0.5860772132873535
35,0.5217734575271606,0.5234927535057068,0.5785444974899292,0.5843286514282227
36,0.5217734575271606,0.5234927535057068,0.5823831558227539,0.5846530795097351
37,0.5217734575271606,0.5234927535057068,0.5793381333351135,0.5847752690315247
38,0.5217734575271606,0.5234927535057068,0.572288990020752,0.5809893608093262
39,0.5217734575271606,0.5234927535057068,0.5650520324707031,0.5702983140945435
40,0.5217734575271606,0.5234927535057068,0.5639856457710266,0.5623667240142822
41,0.5217734575271606,0.5234927535057068,0.5642271041870117,0.560655951499939
42,0.5217734575271606,0.5234927535057068,0.5809634923934937,0.568438708782196
43,0.5217734575271606,0.5234927535057068,0.5874469876289368,0.5836621522903442
44,0.5217734575271606,0.5234927535057068,0.595801830291748,0.5888410210609436
45,0.5217734575271606,0.5234927535057068,0.5787680149078369,0.5926579833030701
46,0.5217734575271606,0.5234927535057068,0.5750299692153931,0.57696133852005
47,0.5217734575271606,0.5234927535057068,0.5794410109519958,0.5713180899620056
48,0.5217734575271606,0.5234927535057068,0.5581236481666565,0.5800184607505798
49,0.23937374353408813,0.5234927535057068,0.5533101558685303,0.5568367838859558
