,top1_train,top1_val,top5_train,top5_val
0,0.5945743918418884,0.5636153221130371,0.817520260810852,0.7434947490692139
1,0.587129533290863,0.5432662963867188,0.7951744794845581,0.7256096601486206
2,0.5940579771995544,0.5489029288291931,0.8108288049697876,0.7272737622261047
3,0.5909682512283325,0.5591717958450317,0.8145132660865784,0.7339434027671814
4,0.5871742367744446,0.5508202910423279,0.8013024926185608,0.7327503561973572
5,0.5695323944091797,0.5434463024139404,0.7848433256149292,0.7280024886131287
6,0.5796511173248291,0.5370365381240845,0.8140750527381897,0.7110127806663513
7,0.5795415639877319,0.5533619523048401,0.7869403958320618,0.7483758926391602
8,0.5893272161483765,0.5545594692230225,0.800390362739563,0.7030766606330872
9,0.5934140682220459,0.5345415472984314,0.802053689956665,0.7055361270904541
10,0.5822378396987915,0.5558192133903503,0.8000057935714722,0.723052442073822
11,0.5736975073814392,0.5502248406410217,0.7879196405410767,0.7153673768043518
12,0.5769481658935547,0.5508646965026855,0.7920266389846802,0.7304597496986389
13,0.5701762437820435,0.5487562417984009,0.7937548160552979,0.7313950657844543
14,0.5690047740936279,0.5384184718132019,0.7881745100021362,0.7276180982589722
15,0.5761947631835938,0.5369121432304382,0.7796006202697754,0.7031033635139465
16,0.5645333528518677,0.5464945435523987,0.7769826054573059,0.7203396558761597
17,0.5700711607933044,0.5420488119125366,0.7814227342605591,0.7179512977600098
18,0.5658255815505981,0.549322783946991,0.770114541053772,0.7101640701293945
19,0.5665119290351868,0.5305957198143005,0.7708858847618103,0.6849405169487
20,0.5578732490539551,0.5594095587730408,0.7600740194320679,0.723023533821106
21,0.5497710704803467,0.5389272570610046,0.7536956071853638,0.7093575596809387
22,0.5480697154998779,0.5287449955940247,0.7476301789283752,0.6779242753982544
23,0.5533146262168884,0.5282273292541504,0.7512676119804382,0.6926189064979553
24,0.5470949411392212,0.5454058647155762,0.731070339679718,0.6821655631065369
25,0.5432517528533936,0.5317176580429077,0.7223489284515381,0.6823011040687561
26,0.542911946773529,0.5288693904876709,0.7077409029006958,0.677275538444519
27,0.5475152730941772,0.5339216589927673,0.7343546152114868,0.6853960156440735
28,0.5381186008453369,0.5336994528770447,0.7122122645378113,0.6680019497871399
29,0.5339758992195129,0.5301269292831421,0.6967300772666931,0.690048336982727
30,0.5390620827674866,0.5257189869880676,0.6811047792434692,0.6574486494064331
31,0.5222653150558472,0.5249968767166138,0.6578982472419739,0.6480239629745483
32,0.532871425151825,0.5019484758377075,0.6580502986907959,0.6301411390304565
33,0.5282189846038818,0.529364824295044,0.6404508948326111,0.6435227394104004
34,0.5293748378753662,0.520817756652832,0.6147158145904541,0.6290768980979919
35,0.5222183465957642,0.5325441956520081,0.6455482840538025,0.6269707083702087
36,0.520208477973938,0.5055277347564697,0.6378239393234253,0.6229182481765747
37,0.5210155248641968,0.5111887454986572,0.6092405915260315,0.6113939881324768
38,0.5172774791717529,0.523681640625,0.6076084971427917,0.6016672253608704
39,0.5216370820999146,0.5234927535057068,0.6131932735443115,0.6121693849563599
40,0.5217734575271606,0.5234927535057068,0.5739322304725647,0.6047931909561157
41,0.5217734575271606,0.5234927535057068,0.5713790655136108,0.5499471426010132
42,0.5217734575271606,0.5234927535057068,0.6058333516120911,0.6082702279090881
43,0.5217734575271606,0.5234927535057068,0.596544086933136,0.6089612245559692
44,0.5217734575271606,0.5234927535057068,0.5834339261054993,0.5823757648468018
45,0.5217734575271606,0.5234927535057068,0.6017889976501465,0.5988166928291321
46,0.5217734575271606,0.5234927535057068,0.6047759056091309,0.5973436832427979
47,0.5217734575271606,0.5234927535057068,0.5835009813308716,0.5953507423400879
48,0.5217734575271606,0.5234927535057068,0.5794789791107178,0.5764859318733215
49,0.5217711925506592,0.5234927535057068,0.5720945000648499,0.5960572957992554
